symbol,name,market,asset_type,currency,broker,tradability,nisa_category,investment_style,is_sbi_supported,is_active,is_leveraged,is_inverse,theme,sector,aliases,dividend_category,market_cap_tier,index_family,expense_ratio_pct,complexity,tags,data_quality,risk_band,metadata_source,metadata_as_of,metadata_updated_at,yahoo_symbol,yahoo_symbol_status,yahoo_symbol_checked_at,yahoo_symbol_note,country,exchange,local_symbol,primary_listing_country,trading_currency,settlement_currency,quote_currency,fx_pair_to_jpy,foreign_market_group,country_risk_band,liquidity_tier,foreign_data_quality,foreign_data_quality_reasons,sbi_foreign_tradability,sbi_foreign_tradability_as_of,sbi_foreign_tradability_source,sbi_tradability_status,sbi_tradability_verified,sbi_tradability_as_of,sbi_tradability_source,source_section,source_market,source_industry,source_description,source_url
01168.HK,Z Fin Ltd ゼット フィン,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,real_estate,real_estate,01168;Z Fin Ltd ゼット フィン;不動産開発;企業連合,none,,,,standard,real_estate,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1168.HK,generated,,,Hong Kong,HKEX,01168,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,企業連合,不動産開発,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01170.HK,信星鞋業 キングメーカーフットウエア,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,industrial,industrial,01170;信星鞋業 キングメーカーフットウエア;カジュアルシューズ;ベビー・子供靴;スポーツシューズの受託製造;販売を行う;アパレル・繊維,none,,,,standard,industrial,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1170.HK,generated,,,Hong Kong,HKEX,01170,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,アパレル・繊維,カジュアルシューズ、ベビー・子供靴、スポーツシューズの受託製造、販売を行う,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01171.HK,ヤンクアン ヤンジョウ コール,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,energy,energy,01171;ヤンクアン ヤンジョウ コール;華東地域を拠点に石炭の採掘;生産;精製などを手がける;石炭,none,,,,standard,energy,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1171.HK,generated,,,Hong Kong,HKEX,01171,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,石炭,華東地域を拠点に石炭の採掘、生産、精製などを手がける,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01172.HK,融太集団 マイダスインターナショナル,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,real_estate,real_estate,01172;融太集団 マイダスインターナショナル;印刷業。ほか不動産投資;開発;一般製造,none,,,,standard,real_estate,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1172.HK,generated,,,Hong Kong,HKEX,01172,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,一般製造,印刷業。ほか不動産投資、開発,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01173.HK,威高国際 ビーコインターナショナル,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,consumer,consumer,01173;威高国際 ビーコインターナショナル;女性ファッションブランド;化粧品の製造販売;小売・輸出入,none,,,,standard,consumer,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1173.HK,generated,,,Hong Kong,HKEX,01173,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,小売・輸出入,女性ファッションブランド、化粧品の製造販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01176.HK,珠光控股 ジューグアン ホールディングス,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,real_estate,real_estate,01176;珠光控股 ジューグアン ホールディングス;中国で不動産開発;賃貸;投資を展開;不動産,none,,,,standard,real_estate,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1176.HK,generated,,,Hong Kong,HKEX,01176,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,不動産,中国で不動産開発、賃貸、投資を展開,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01177.HK,中国生物製薬 サイノバイオファーマ,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,healthcare,healthcare,01177;中国生物製薬 サイノバイオファーマ;眼病や肝炎治療の各種医薬品の研究開発・製造・販売を手がける;ヘルスケア,none,,,,standard,healthcare,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1177.HK,generated,,,Hong Kong,HKEX,01177,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,ヘルスケア,眼病や肝炎治療の各種医薬品の研究開発・製造・販売を手がける,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01179.HK,華住集団 エイチワールド グループ,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,consumer,consumer,01179;華住集団 エイチワールド グループ;ホテルのリース;直営;および共同開発のサービスを提供する。;消費者サービス,none,,,,standard,consumer,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1179.HK,generated,,,Hong Kong,HKEX,01179,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,消費者サービス,ホテルのリース、直営、および共同開発のサービスを提供する。,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01180.HK,匯彩(パラダイス) パラダイスエンター,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,technology,technology,01180;匯彩(パラダイス) パラダイスエンター;生物化学技術薬品の研究・開発・生産・販売;一般貿易;通信・技術,none,,,,standard,technology,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1180.HK,generated,,,Hong Kong,HKEX,01180,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,通信・技術,生物化学技術薬品の研究・開発・生産・販売、一般貿易,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01184.HK,時捷集団 エスエーエスドラゴン,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,technology,technology,01184;時捷集団 エスエーエスドラゴン;電子製品の販売。ほかスポーツ用品の販売も;電気・電子,none,,,,standard,technology,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1184.HK,generated,,,Hong Kong,HKEX,01184,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,電気・電子,電子製品の販売。ほかスポーツ用品の販売も,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01186.HK,中国鉄建 チャイナ レールウェイ コンストラクション,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,real_estate,real_estate,01186;中国鉄建 チャイナ レールウェイ コンストラクション;総合建設企業グループ。主要事業はインフラ建設;調査;設計;コンサルティング;鉄道関連機器の製造;不動産開発;物流など。人民解放軍系列の中国鉄道建築から独立し2007年11月設立;建築,none,,,,standard,real_estate,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1186.HK,generated,,,Hong Kong,HKEX,01186,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,建築,総合建設企業グループ。主要事業はインフラ建設、調査、設計、コンサルティング、鉄道関連機器の製造、不動産開発、物流など。人民解放軍系列の中国鉄道建築から独立し2007年11月設立,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01188.HK,正道集団 ハイブリッドキネティック,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,automotive,consumer,01188;正道集団 ハイブリッドキネティック;自動車の販売及び修理など。このほかゲームセンターの運営も手掛ける;その他,none,,,,standard,automotive,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1188.HK,generated,,,Hong Kong,HKEX,01188,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,その他,自動車の販売及び修理など。このほかゲームセンターの運営も手掛ける,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01193.HK,華潤燃気 チャイナリソーシズガス,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,technology,technology,01193;華潤燃気 チャイナリソーシズガス;空調コンプレッサー;半導体の製造販売など;電力・ガス,none,,,,standard,technology,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1193.HK,generated,,,Hong Kong,HKEX,01193,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,電力・ガス,空調コンプレッサー、半導体の製造販売など,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01195.HK,京維集団 キングウェル,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,technology,technology,01195;京維集団 キングウェル;リジッド基板;フレキシブル基板の製造・販売;表面実装加工技術サービスの提供;電気・電子,none,,,,standard,technology,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1195.HK,generated,,,Hong Kong,HKEX,01195,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,電気・電子,リジッド基板、フレキシブル基板の製造・販売、表面実装加工技術サービスの提供,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01196.HK,偉禄集団 リアロード,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,industrial,industrial,01196;偉禄集団 リアロード;傘下を通じてペーパーカートン;パッケージボックス;商業印刷品を製造販売;一般製造,none,,,,standard,industrial,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1196.HK,generated,,,Hong Kong,HKEX,01196,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,一般製造,傘下を通じてペーパーカートン、パッケージボックス、商業印刷品を製造販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01198.HK,皇朝家居 ロイヤルホーム,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,industrial,industrial,01198;皇朝家居 ロイヤルホーム;中国国内で家具製品を製造;販売;一般製造,none,,,,standard,industrial,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1198.HK,generated,,,Hong Kong,HKEX,01198,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,一般製造,中国国内で家具製品を製造、販売,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01199.HK,コスコシッピング コスコ シッピング ポート,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,industrial,industrial,01199;コスコシッピング コスコ シッピング ポート;コンテナ埠頭の経営管理;コンテナの製造及びリース;物流など;運輸,none,,,,standard,industrial,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1199.HK,generated,,,Hong Kong,HKEX,01199,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,運輸,コンテナ埠頭の経営管理、コンテナの製造及びリース、物流など,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01200.HK,美聯集団 ミッドランド,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,real_estate,real_estate,01200;美聯集団 ミッドランド;住宅不動産代理サービス;不動産プロジェクトプロモーションサービス;不動産,none,,,,standard,real_estate,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1200.HK,generated,,,Hong Kong,HKEX,01200,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,不動産,住宅不動産代理サービス、不動産プロジェクトプロモーションサービス,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01201.HK,天臣控股 テッソン ホールディングス,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,industrial,industrial,01201;天臣控股 テッソン ホールディングス;各種製品用のパッケージ印刷に従事;一般製造,none,,,,standard,industrial,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1201.HK,generated,,,Hong Kong,HKEX,01201,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,一般製造,各種製品用のパッケージ印刷に従事,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01202.HK,四威科技 セイトエスアイダブリューアイサイエンスアンドテクノロジー,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,telecom,communication,01202;四威科技 セイトエスアイダブリューアイサイエンスアンドテクノロジー;中国の大手通信用ケーブルメーカー。固定電話用;テレビ用;ケーブル被覆管;光ファイバーケーブルなど;一般製造,none,,,,standard,communication,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1202.HK,generated,,,Hong Kong,HKEX,01202,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,一般製造,中国の大手通信用ケーブルメーカー。固定電話用、テレビ用、ケーブル被覆管、光ファイバーケーブルなど,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01203.HK,粤海広南 ＧＤＨグァンナン,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,consumer,consumer,01203;粤海広南 ＧＤＨグァンナン;広東省で製造された生鮮・加工・冷凍食品を香港に輸出・販売する。その他牧畜業;食品貿易など;金属・鉱業,none,,,,standard,consumer,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1203.HK,generated,,,Hong Kong,HKEX,01203,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,金属・鉱業,広東省で製造された生鮮・加工・冷凍食品を香港に輸出・販売する。その他牧畜業、食品貿易など,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
01205.HK,CITICリソース シティック リソーシズ,hong_kong,stock,HKD,sbi_securities,tradable,unknown,lump_sum,true,true,false,false,technology,technology,01205;CITICリソース シティック リソーシズ;オーストラリアに設立した子会社を通じて;アルミ精錬;商品取引;炭鉱経営などを手がける;金属;鉄・非鉄,none,,,,standard,technology,WARN,MEDIUM,sbi_hk_stock,2026-07-10,2026-07-10T22:44:43.438021+09:00,1205.HK,generated,,,Hong Kong,HKEX,01205,Hong Kong,HKD,HKD,HKD,HKDJPY,china_hk,MEDIUM,unknown,WARN,sbi_official_list_imported;market_metrics_missing,tradable,2026-07-10,sbi_hk_stock,confirmed,true,2026-07-10,sbi_hk_stock,普通株式一覧,メインボード,金属/鉄・非鉄,オーストラリアに設立した子会社を通じて、アルミ精錬、商品取引、炭鉱経営などを手がける,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_hk_list.html
