symbol,name,market,asset_type,currency,broker,tradability,nisa_category,investment_style,is_sbi_supported,is_active,is_leveraged,is_inverse,theme,sector,aliases,dividend_category,market_cap_tier,index_family,expense_ratio_pct,complexity,tags,data_quality,risk_band,metadata_source,metadata_as_of,metadata_updated_at,yahoo_symbol,yahoo_symbol_status,yahoo_symbol_checked_at,yahoo_symbol_note,country,exchange,local_symbol,primary_listing_country,trading_currency,settlement_currency,quote_currency,fx_pair_to_jpy,foreign_market_group,country_risk_band,liquidity_tier,asset_class,region_exposure,is_hedged,smai_theme_tags,foreign_data_quality,foreign_data_quality_reasons,sbi_foreign_tradability,sbi_foreign_tradability_as_of,sbi_foreign_tradability_source,sbi_tradability_status,sbi_tradability_verified,sbi_tradability_as_of,sbi_tradability_source,nisa_growth_status,nisa_growth_verified,nisa_growth_as_of,nisa_growth_source,nisa_growth_eligible,nisa_tsumitate_status,nisa_tsumitate_verified,nisa_tsumitate_as_of,nisa_tsumitate_source,nisa_tsumitate_eligible,source_section,source_market,source_description,source_expense_ratio_pct,source_management_company,source_nisa_growth,source_url
LIT,グローバルX リチウム&バッテリーテクノロジーETF,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,technology,index,LIT;グローバルX リチウム&バッテリーテクノロジーETF;ソラクティブ・グローバル・ リチウム・インデックスのパフォーマンスに連動した成果を目指す。;グローバルエックス・マネジメント;NYSE Arca,none,,sector,,standard,"index,technology",WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,LIT,generated,,,United States,NYSEARCA,LIT,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,global,unknown,"index,technology",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,true,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NYSE Arca,ソラクティブ・グローバル・ リチウム・インデックスのパフォーマンスに連動した成果を目指す。,,グローバルエックス・マネジメント,〇,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
LMBS,ファーストトラスト（FT）ローデュレーション オポチュニティ ETF,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,false,reit,index,LMBS;ファーストトラスト（FT）ローデュレーション オポチュニティ ETF;主に投資適格証券と不動産関連証券に投資するアクティブ型ETF;ファーストトラスト;NASDAQ,none,,reit,,standard,"index,reit,real_estate",WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,LMBS,generated,,,United States,NASDAQ,LMBS,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,reit,global,unknown,"index,reit,real_estate",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NASDAQ,主に投資適格証券と不動産関連証券に投資するアクティブ型ETF,,ファーストトラスト,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
LQD,iシェアーズ iBoxx 米ドル建て投資適格社債 ETF,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,false,bond,index,LQD;iシェアーズ iBoxx 米ドル建て投資適格社債 ETF;iBoxx 米ドル建てリキッド投資適格インデックスによって定義される債券市場の価格および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。;ブラックロック・ファンド・アドバイザーズ;NYSE Arca,none,,bond,,standard,"index,bond",WARN,LOW,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,LQD,generated,,,United States,NYSEARCA,LQD,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,bond,global,unknown,"index,bond",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NYSE Arca,iBoxx 米ドル建てリキッド投資適格インデックスによって定義される債券市場の価格および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。,,ブラックロック・ファンド・アドバイザーズ,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
LQTI,FTVest 投資適格債 ターゲットインカムETF,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,false,bond,index,LQTI;FTVest 投資適格債 ターゲットインカムETF;分配金とキャピタルゲインを狙うアクティブETF。米国債とLQDに関連するオプション戦略を組み込み、利回り向上を目指す。年間分配利回りを原資産ETF比で約5％上回ることを目標に、債券収益も投資家に還元。;ファーストトラスト;NYSE,dividend,,bond,,standard,"index,bond",WARN,LOW,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,LQTI,generated,,,United States,NYSE,LQTI,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,bond,us,unknown,"index,bond",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NYSE,分配金とキャピタルゲインを狙うアクティブETF。米国債とLQDに関連するオプション戦略を組み込み、利回り向上を目指す。年間分配利回りを原資産ETF比で約5％上回ることを目標に、債券収益も投資家に還元。,,ファーストトラスト,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
MBB,iシェアーズ 米国 MBS ETF,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,false,currency,index,MBB;iシェアーズ 米国 MBS ETF;ブルームバーグ・バークレイズ 米国MBSインデックスに連動する。満期まで30年、20年、または15年の残存期間、ないしは満期まで最低でも1年間の残存期間を有し、かつ2億5;000万米ドル以上の発行済額面残高を有するジニーメイ、ファニーメイおよびフレディーマックの米ドル建て証券を通して、投資適格な確定利付モーゲッジ担保パススルー証券の実績を測定する。;ブラックロック･ファンド・アドバイザーズ;NASDAQ,none,,currency,,standard,"index,commodity",WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,MBB,generated,,,United States,NASDAQ,MBB,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,currency,us,unknown,"index,commodity",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NASDAQ,"ブルームバーグ・バークレイズ 米国MBSインデックスに連動する。満期まで30年、20年、または15年の残存期間、ないしは満期まで最低でも1年間の残存期間を有し、かつ2億5,000万米ドル以上の発行済額面残高を有するジニーメイ、ファニーメイおよびフレディーマックの米ドル建て証券を通して、投資適格な確定利付モーゲッジ担保パススルー証券の実績を測定する。",,ブラックロック･ファンド・アドバイザーズ,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
METD,Direxion デイリー META株 ベア1倍 ETF,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,false,true,index,index,METD;Direxion デイリー META株 ベア1倍 ETF;メタ プラットフォームズ A (NASDAQ: META) の普通株式の日々のパフォーマンスの-100％の日々の投資成果を追求する。;Direxion Investments;NASDAQ,none,,single_stock,,advanced,"index,trading",WARN,HIGH,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,METD,generated,,,United States,NASDAQ,METD,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,"index,trading",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio;leveraged_or_inverse_etf;single_stock_etf,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NASDAQ,メタ プラットフォームズ A (NASDAQ: META) の普通株式の日々のパフォーマンスの-100％の日々の投資成果を追求する。,,Direxion Investments,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
METU,Direxion デイリー META ブル2倍 ETF,us,etf,USD,sbi_securities,tradable,unknown,both,true,true,true,false,index,index,METU;Direxion デイリー META ブル2倍 ETF;メタ プラットフォームズ A(NASDAQ: META)の日々のパフォーマンスの200％の日々の投資成果を追求する。;Direxion Investments;NASDAQ,none,,single_stock,,advanced,"index,trading",WARN,HIGH,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,METU,generated,,,United States,NASDAQ,METU,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,"index,trading",WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio;leveraged_or_inverse_etf;single_stock_etf,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,unknown,false,2026-07-10,sbi_overseas_etf,unknown,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NASDAQ,メタ プラットフォームズ A(NASDAQ: META)の日々のパフォーマンスの200％の日々の投資成果を追求する。,,Direxion Investments,,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
MGC,バンガード 米国メガキャップETF,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,index,index,MGC;バンガード 米国メガキャップETF;米国株式市場における投資可能企業、時価総額上位約70%をカバーする、CRSP US メガキャップ・インデックスに連動したパフォーマンスを目指します。;バンガード グループ;NYSE Arca,none,,,,standard,index,WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,MGC,generated,,,United States,NYSEARCA,MGC,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,index,WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,true,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NYSE Arca,米国株式市場における投資可能企業、時価総額上位約70%をカバーする、CRSP US メガキャップ・インデックスに連動したパフォーマンスを目指します。,,バンガード グループ,〇,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
MGK,バンガード 米国メガキャップ・グロースETF,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,index,index,MGK;バンガード 米国メガキャップ・グロースETF;米国株式市場における投資可能企業、時価総額上位約70%のうち、グロース株をカバーする、CRSP US メガキャップ・グロース・インデックスに連動したパフォーマンスを目指します。;バンガード グループ;NYSE Arca,none,,,,standard,index,WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,MGK,generated,,,United States,NYSEARCA,MGK,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,index,WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,true,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NYSE Arca,米国株式市場における投資可能企業、時価総額上位約70%のうち、グロース株をカバーする、CRSP US メガキャップ・グロース・インデックスに連動したパフォーマンスを目指します。,,バンガード グループ,〇,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
MGV,バンガード 米国メガキャップ・バリューETF,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,index,index,MGV;バンガード 米国メガキャップ・バリューETF;米国株式市場における投資可能企業、時価総額上位約70%のうち、バリュー株をカバーする、CRSP US メガキャップ・バリュー・インデックスに連動したパフォーマンスを目指します。;バンガード グループ;NYSE Arca,none,,,,standard,index,WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,MGV,generated,,,United States,NYSEARCA,MGV,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,us,unknown,index,WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,true,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NYSE Arca,米国株式市場における投資可能企業、時価総額上位約70%のうち、バリュー株をカバーする、CRSP US メガキャップ・バリュー・インデックスに連動したパフォーマンスを目指します。,,バンガード グループ,〇,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
MILN,グローバルX ミレニアル世代 ETF,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,index,index,MILN;グローバルX ミレニアル世代 ETF;Indxx ミレニアルズ セマティック インデックスに連動した成果を目指す。;グローバルエックス・マネジメント;NASDAQ,none,,,,standard,index,WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,MILN,generated,,,United States,NASDAQ,MILN,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,global,unknown,index,WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,true,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NASDAQ,Indxx ミレニアルズ セマティック インデックスに連動した成果を目指す。,,グローバルエックス・マネジメント,〇,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
MLPA,グローバルX MLP ETF,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,index,index,MLPA;グローバルX MLP ETF;Solactive Uranium & Nuclear Components Indexの運用実績に連動する投資成果を目指す。ウランの採鉱および原子力関連の事業に従事する企業へのエクスポージャーを提供する。;グローバルエックス・マネジメント;NYSE Arca,none,,active,,standard,index,WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,MLPA,generated,,,United States,NYSEARCA,MLPA,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,global,unknown,index,WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,true,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NYSE Arca,Solactive Uranium & Nuclear Components Indexの運用実績に連動する投資成果を目指す。ウランの採鉱および原子力関連の事業に従事する企業へのエクスポージャーを提供する。,,グローバルエックス・マネジメント,〇,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
MOO,ヴァンエック ベクトル アグリビジネスETF,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,index,index,MOO;ヴァンエック ベクトル アグリビジネスETF;アグリビジネスETFは、DAXglobalアグリビジネス・インデックスの価格と利回り（手数料と経費控除前）に連動するパフォーマンスを目指します。このインデックスは、売上高の50%以上がアグリビジネスからのものである世界中の企業へのエクスポージャーを提供します;ヴァン・エック・グローバル;NYSE Arca,none,,,,standard,index,WARN,MEDIUM,sbi_overseas_etf,2026-07-10,2026-07-10T22:44:45.435351+09:00,MOO,generated,,,United States,NYSEARCA,MOO,United States,USD,USD,USD,USDJPY,us,MEDIUM,unknown,equity,global,unknown,index,WARN,sbi_official_overseas_etf_list_imported;missing_expense_ratio,tradable,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,confirmed,true,2026-07-10,sbi_overseas_etf,true,not_supported,true,2026-07-10,sbi_overseas_etf,false,米国ETF,NYSE Arca,アグリビジネスETFは、DAXglobalアグリビジネス・インデックスの価格と利回り（手数料と経費控除前）に連動するパフォーマンスを目指します。このインデックスは、売上高の50%以上がアグリビジネスからのものである世界中の企業へのエクスポージャーを提供します,,ヴァン・エック・グローバル,〇,https://search.sbisec.co.jp/v2/popwin/info/stock/pop6040_etf.html
